"Numero requete","Clé Dans Dic","Valeur"
"174","9301","http://db.uwaterloo.ca/~galuc/wsdbm/Offer480"
"174","9335","http://db.uwaterloo.ca/~galuc/wsdbm/Offer496"
"174","9477","http://db.uwaterloo.ca/~galuc/wsdbm/Offer558"
"174","9719","http://db.uwaterloo.ca/~galuc/wsdbm/Offer662"
"174","9740","http://db.uwaterloo.ca/~galuc/wsdbm/Offer672"
"175","8142","http://db.uwaterloo.ca/~galuc/wsdbm/Offer45"
"175","8174","http://db.uwaterloo.ca/~galuc/wsdbm/Offer55"
"175","9774","http://db.uwaterloo.ca/~galuc/wsdbm/Offer687"
"175","9800","http://db.uwaterloo.ca/~galuc/wsdbm/Offer698"
"175","10120","http://db.uwaterloo.ca/~galuc/wsdbm/Offer841"
"176","8127","http://db.uwaterloo.ca/~galuc/wsdbm/Offer41"
"176","8899","http://db.uwaterloo.ca/~galuc/wsdbm/Offer318"
"176","8961","http://db.uwaterloo.ca/~galuc/wsdbm/Offer342"
"176","9007","http://db.uwaterloo.ca/~galuc/wsdbm/Offer358"
"176","9057","http://db.uwaterloo.ca/~galuc/wsdbm/Offer379"
"176","9321","http://db.uwaterloo.ca/~galuc/wsdbm/Offer489"
"176","9891","http://db.uwaterloo.ca/~galuc/wsdbm/Offer738"
"177","8541","http://db.uwaterloo.ca/~galuc/wsdbm/Offer185"
"177","9198","http://db.uwaterloo.ca/~galuc/wsdbm/Offer438"
"178","8464","http://db.uwaterloo.ca/~galuc/wsdbm/Offer158"
"178","9310","http://db.uwaterloo.ca/~galuc/wsdbm/Offer484"
"178","9710","http://db.uwaterloo.ca/~galuc/wsdbm/Offer658"
"178","9942","http://db.uwaterloo.ca/~galuc/wsdbm/Offer762"
"178","10142","http://db.uwaterloo.ca/~galuc/wsdbm/Offer851"
"179","8158","http://db.uwaterloo.ca/~galuc/wsdbm/Offer50"
"179","8429","http://db.uwaterloo.ca/~galuc/wsdbm/Offer146"
"179","8684","http://db.uwaterloo.ca/~galuc/wsdbm/Offer237"
"179","8825","http://db.uwaterloo.ca/~galuc/wsdbm/Offer290"
"179","9032","http://db.uwaterloo.ca/~galuc/wsdbm/Offer368"
"179","9075","http://db.uwaterloo.ca/~galuc/wsdbm/Offer387"
"180","8055","http://db.uwaterloo.ca/~galuc/wsdbm/Offer19"
"180","8219","http://db.uwaterloo.ca/~galuc/wsdbm/Offer71"
"180","8448","http://db.uwaterloo.ca/~galuc/wsdbm/Offer152"
"180","9312","http://db.uwaterloo.ca/~galuc/wsdbm/Offer485"
"180","10063","http://db.uwaterloo.ca/~galuc/wsdbm/Offer816"
"181","8870","http://db.uwaterloo.ca/~galuc/wsdbm/Offer307"
"181","8876","http://db.uwaterloo.ca/~galuc/wsdbm/Offer309"
"181","9835","http://db.uwaterloo.ca/~galuc/wsdbm/Offer713"
"181","10066","http://db.uwaterloo.ca/~galuc/wsdbm/Offer817"
"181","10159","http://db.uwaterloo.ca/~galuc/wsdbm/Offer859"
"182","8464","http://db.uwaterloo.ca/~galuc/wsdbm/Offer158"
"182","9310","http://db.uwaterloo.ca/~galuc/wsdbm/Offer484"
"182","9710","http://db.uwaterloo.ca/~galuc/wsdbm/Offer658"
"182","9942","http://db.uwaterloo.ca/~galuc/wsdbm/Offer762"
"182","10142","http://db.uwaterloo.ca/~galuc/wsdbm/Offer851"
"183","9070","http://db.uwaterloo.ca/~galuc/wsdbm/Offer385"
"183","9860","http://db.uwaterloo.ca/~galuc/wsdbm/Offer723"
"184","8090","http://db.uwaterloo.ca/~galuc/wsdbm/Offer31"
"184","9218","http://db.uwaterloo.ca/~galuc/wsdbm/Offer444"
"184","10235","http://db.uwaterloo.ca/~galuc/wsdbm/Offer892"
"185","8693","http://db.uwaterloo.ca/~galuc/wsdbm/Offer240"
"185","9671","http://db.uwaterloo.ca/~galuc/wsdbm/Offer641"
"186","8388","http://db.uwaterloo.ca/~galuc/wsdbm/Offer131"
"186","9182","http://db.uwaterloo.ca/~galuc/wsdbm/Offer433"
"186","9871","http://db.uwaterloo.ca/~galuc/wsdbm/Offer728"
"186","10162","http://db.uwaterloo.ca/~galuc/wsdbm/Offer860"
"187","8201","http://db.uwaterloo.ca/~galuc/wsdbm/Offer64"
"187","8372","http://db.uwaterloo.ca/~galuc/wsdbm/Offer126"
"187","9346","http://db.uwaterloo.ca/~galuc/wsdbm/Offer501"
"187","9588","http://db.uwaterloo.ca/~galuc/wsdbm/Offer606"
"187","9643","http://db.uwaterloo.ca/~galuc/wsdbm/Offer629"
"187","9971","http://db.uwaterloo.ca/~galuc/wsdbm/Offer774"
"187","10112","http://db.uwaterloo.ca/~galuc/wsdbm/Offer837"
"188","8452","http://db.uwaterloo.ca/~galuc/wsdbm/Offer154"
"188","9254","http://db.uwaterloo.ca/~galuc/wsdbm/Offer460"
"188","9278","http://db.uwaterloo.ca/~galuc/wsdbm/Offer471"
"188","9441","http://db.uwaterloo.ca/~galuc/wsdbm/Offer542"
"188","9733","http://db.uwaterloo.ca/~galuc/wsdbm/Offer669"
"188","9797","http://db.uwaterloo.ca/~galuc/wsdbm/Offer697"
"188","10168","http://db.uwaterloo.ca/~galuc/wsdbm/Offer863"
"189","9403","http://db.uwaterloo.ca/~galuc/wsdbm/Offer525"
"189","10157","http://db.uwaterloo.ca/~galuc/wsdbm/Offer858"
"190","9858","http://db.uwaterloo.ca/~galuc/wsdbm/Offer722"
"191","8646","http://db.uwaterloo.ca/~galuc/wsdbm/Offer222"
"191","8974","http://db.uwaterloo.ca/~galuc/wsdbm/Offer347"
"191","9766","http://db.uwaterloo.ca/~galuc/wsdbm/Offer684"
"191","9816","http://db.uwaterloo.ca/~galuc/wsdbm/Offer705"
"192","8288","http://db.uwaterloo.ca/~galuc/wsdbm/Offer95"
"192","8509","http://db.uwaterloo.ca/~galuc/wsdbm/Offer175"
"192","9691","http://db.uwaterloo.ca/~galuc/wsdbm/Offer650"
"193","9111","http://db.uwaterloo.ca/~galuc/wsdbm/Offer401"
"193","9746","http://db.uwaterloo.ca/~galuc/wsdbm/Offer675"
"194","8291","http://db.uwaterloo.ca/~galuc/wsdbm/Offer96"
"194","8295","http://db.uwaterloo.ca/~galuc/wsdbm/Offer98"
"194","8598","http://db.uwaterloo.ca/~galuc/wsdbm/Offer205"
"194","9243","http://db.uwaterloo.ca/~galuc/wsdbm/Offer456"
"195","8693","http://db.uwaterloo.ca/~galuc/wsdbm/Offer240"
"195","9671","http://db.uwaterloo.ca/~galuc/wsdbm/Offer641"
"196","8651","http://db.uwaterloo.ca/~galuc/wsdbm/Offer224"
"196","10019","http://db.uwaterloo.ca/~galuc/wsdbm/Offer796"
"197","8127","http://db.uwaterloo.ca/~galuc/wsdbm/Offer41"
"197","8899","http://db.uwaterloo.ca/~galuc/wsdbm/Offer318"
"197","8961","http://db.uwaterloo.ca/~galuc/wsdbm/Offer342"
"197","9007","http://db.uwaterloo.ca/~galuc/wsdbm/Offer358"
"197","9057","http://db.uwaterloo.ca/~galuc/wsdbm/Offer379"
"197","9321","http://db.uwaterloo.ca/~galuc/wsdbm/Offer489"
"197","9891","http://db.uwaterloo.ca/~galuc/wsdbm/Offer738"
"198","8142","http://db.uwaterloo.ca/~galuc/wsdbm/Offer45"
"198","8174","http://db.uwaterloo.ca/~galuc/wsdbm/Offer55"
"198","9774","http://db.uwaterloo.ca/~galuc/wsdbm/Offer687"
"198","9800","http://db.uwaterloo.ca/~galuc/wsdbm/Offer698"
"198","10120","http://db.uwaterloo.ca/~galuc/wsdbm/Offer841"
"199","8541","http://db.uwaterloo.ca/~galuc/wsdbm/Offer185"
"199","9198","http://db.uwaterloo.ca/~galuc/wsdbm/Offer438"
"200","9108","http://db.uwaterloo.ca/~galuc/wsdbm/Offer400"
"200","10239","http://db.uwaterloo.ca/~galuc/wsdbm/Offer894"
"201","740","http://db.uwaterloo.ca/~galuc/wsdbm/User320"
"201","1250","http://db.uwaterloo.ca/~galuc/wsdbm/User545"
"201","1427","http://db.uwaterloo.ca/~galuc/wsdbm/User623"
"202","0","http://db.uwaterloo.ca/~galuc/wsdbm/User0"
"202","484","http://db.uwaterloo.ca/~galuc/wsdbm/User212"
"202","528","http://db.uwaterloo.ca/~galuc/wsdbm/User230"
"202","1096","http://db.uwaterloo.ca/~galuc/wsdbm/User477"
"204","457","http://db.uwaterloo.ca/~galuc/wsdbm/User200"
"204","1427","http://db.uwaterloo.ca/~galuc/wsdbm/User623"
"205","1741","http://db.uwaterloo.ca/~galuc/wsdbm/User761"
"205","1845","http://db.uwaterloo.ca/~galuc/wsdbm/User806"
"205","1971","http://db.uwaterloo.ca/~galuc/wsdbm/User860"
"206","1707","http://db.uwaterloo.ca/~galuc/wsdbm/User746"
"206","222","http://db.uwaterloo.ca/~galuc/wsdbm/User97"
"206","979","http://db.uwaterloo.ca/~galuc/wsdbm/User426"
"206","1149","http://db.uwaterloo.ca/~galuc/wsdbm/User502"
"206","1816","http://db.uwaterloo.ca/~galuc/wsdbm/User793"
"207","256","http://db.uwaterloo.ca/~galuc/wsdbm/User112"
"207","2075","http://db.uwaterloo.ca/~galuc/wsdbm/User907"
"209","297","http://db.uwaterloo.ca/~galuc/wsdbm/User130"
"209","723","http://db.uwaterloo.ca/~galuc/wsdbm/User312"
"209","775","http://db.uwaterloo.ca/~galuc/wsdbm/User335"
"209","537","http://db.uwaterloo.ca/~galuc/wsdbm/User233"
"209","744","http://db.uwaterloo.ca/~galuc/wsdbm/User322"
"211","960","http://db.uwaterloo.ca/~galuc/wsdbm/User417"
"211","1852","http://db.uwaterloo.ca/~galuc/wsdbm/User809"
"211","744","http://db.uwaterloo.ca/~galuc/wsdbm/User322"
"211","2240","http://db.uwaterloo.ca/~galuc/wsdbm/User980"
"212","53","http://db.uwaterloo.ca/~galuc/wsdbm/User21"
"212","102","http://db.uwaterloo.ca/~galuc/wsdbm/User43"
"212","206","http://db.uwaterloo.ca/~galuc/wsdbm/User89"
"212","256","http://db.uwaterloo.ca/~galuc/wsdbm/User112"
"212","274","http://db.uwaterloo.ca/~galuc/wsdbm/User120"
"212","335","http://db.uwaterloo.ca/~galuc/wsdbm/User147"
"212","338","http://db.uwaterloo.ca/~galuc/wsdbm/User148"
"212","601","http://db.uwaterloo.ca/~galuc/wsdbm/User260"
"212","704","http://db.uwaterloo.ca/~galuc/wsdbm/User304"
"212","874","http://db.uwaterloo.ca/~galuc/wsdbm/User379"
"212","902","http://db.uwaterloo.ca/~galuc/wsdbm/User391"
"212","907","http://db.uwaterloo.ca/~galuc/wsdbm/User393"
"212","922","http://db.uwaterloo.ca/~galuc/wsdbm/User399"
"212","945","http://db.uwaterloo.ca/~galuc/wsdbm/User410"
"212","960","http://db.uwaterloo.ca/~galuc/wsdbm/User417"
"212","1032","http://db.uwaterloo.ca/~galuc/wsdbm/User449"
"212","1036","http://db.uwaterloo.ca/~galuc/wsdbm/User451"
"212","1079","http://db.uwaterloo.ca/~galuc/wsdbm/User470"
"212","1137","http://db.uwaterloo.ca/~galuc/wsdbm/User496"
"212","1143","http://db.uwaterloo.ca/~galuc/wsdbm/User499"
"212","1149","http://db.uwaterloo.ca/~galuc/wsdbm/User502"
"212","1259","http://db.uwaterloo.ca/~galuc/wsdbm/User549"
"212","1263","http://db.uwaterloo.ca/~galuc/wsdbm/User551"
"212","1265","http://db.uwaterloo.ca/~galuc/wsdbm/User552"
"212","1313","http://db.uwaterloo.ca/~galuc/wsdbm/User574"
"212","1584","http://db.uwaterloo.ca/~galuc/wsdbm/User693"
"212","1625","http://db.uwaterloo.ca/~galuc/wsdbm/User711"
"212","1695","http://db.uwaterloo.ca/~galuc/wsdbm/User741"
"212","1741","http://db.uwaterloo.ca/~galuc/wsdbm/User761"
"212","1924","http://db.uwaterloo.ca/~galuc/wsdbm/User841"
"212","1934","http://db.uwaterloo.ca/~galuc/wsdbm/User845"
"212","1978","http://db.uwaterloo.ca/~galuc/wsdbm/User863"
"212","2071","http://db.uwaterloo.ca/~galuc/wsdbm/User905"
"212","2173","http://db.uwaterloo.ca/~galuc/wsdbm/User951"
"212","2231","http://db.uwaterloo.ca/~galuc/wsdbm/User977"
"212","2277","http://db.uwaterloo.ca/~galuc/wsdbm/User996"
"213","1825","http://db.uwaterloo.ca/~galuc/wsdbm/User797"
"213","484","http://db.uwaterloo.ca/~galuc/wsdbm/User212"
"214","232","http://db.uwaterloo.ca/~galuc/wsdbm/User101"
"215","256","http://db.uwaterloo.ca/~galuc/wsdbm/User112"
"215","779","http://db.uwaterloo.ca/~galuc/wsdbm/User337"
"216","1322","http://db.uwaterloo.ca/~galuc/wsdbm/User578"
"216","1552","http://db.uwaterloo.ca/~galuc/wsdbm/User679"
"217","121","http://db.uwaterloo.ca/~galuc/wsdbm/User50"
"217","779","http://db.uwaterloo.ca/~galuc/wsdbm/User337"
"217","537","http://db.uwaterloo.ca/~galuc/wsdbm/User233"
"218","1100","http://db.uwaterloo.ca/~galuc/wsdbm/User479"
"219","1319","http://db.uwaterloo.ca/~galuc/wsdbm/User577"
"219","1046","http://db.uwaterloo.ca/~galuc/wsdbm/User455"
"220","740","http://db.uwaterloo.ca/~galuc/wsdbm/User320"
"221","0","http://db.uwaterloo.ca/~galuc/wsdbm/User0"
"221","484","http://db.uwaterloo.ca/~galuc/wsdbm/User212"
"221","528","http://db.uwaterloo.ca/~galuc/wsdbm/User230"
"221","1096","http://db.uwaterloo.ca/~galuc/wsdbm/User477"
"222","124","http://db.uwaterloo.ca/~galuc/wsdbm/User51"
"222","723","http://db.uwaterloo.ca/~galuc/wsdbm/User312"
"222","954","http://db.uwaterloo.ca/~galuc/wsdbm/User414"
"222","484","http://db.uwaterloo.ca/~galuc/wsdbm/User212"
"222","2240","http://db.uwaterloo.ca/~galuc/wsdbm/User980"
"223","457","http://db.uwaterloo.ca/~galuc/wsdbm/User200"
"223","1427","http://db.uwaterloo.ca/~galuc/wsdbm/User623"
"224","1149","http://db.uwaterloo.ca/~galuc/wsdbm/User502"
"224","2122","http://db.uwaterloo.ca/~galuc/wsdbm/User928"
"225","50","http://db.uwaterloo.ca/~galuc/wsdbm/User20"
"225","740","http://db.uwaterloo.ca/~galuc/wsdbm/User320"
"226","1707","http://db.uwaterloo.ca/~galuc/wsdbm/User746"
"226","222","http://db.uwaterloo.ca/~galuc/wsdbm/User97"
"226","979","http://db.uwaterloo.ca/~galuc/wsdbm/User426"
"226","1149","http://db.uwaterloo.ca/~galuc/wsdbm/User502"
"226","1816","http://db.uwaterloo.ca/~galuc/wsdbm/User793"
"227","406","http://db.uwaterloo.ca/~galuc/wsdbm/User178"
"227","528","http://db.uwaterloo.ca/~galuc/wsdbm/User230"
"227","883","http://db.uwaterloo.ca/~galuc/wsdbm/User383"
"227","2156","http://db.uwaterloo.ca/~galuc/wsdbm/User944"
"228","1149","http://db.uwaterloo.ca/~galuc/wsdbm/User502"
"228","2075","http://db.uwaterloo.ca/~galuc/wsdbm/User907"
"229","582","http://db.uwaterloo.ca/~galuc/wsdbm/User252"
"230","61","http://db.uwaterloo.ca/~galuc/wsdbm/User25"
"230","682","http://db.uwaterloo.ca/~galuc/wsdbm/User295"
"230","551","http://db.uwaterloo.ca/~galuc/wsdbm/User239"
"230","883","http://db.uwaterloo.ca/~galuc/wsdbm/User383"
"230","2108","http://db.uwaterloo.ca/~galuc/wsdbm/User922"
"231","551","http://db.uwaterloo.ca/~galuc/wsdbm/User239"
"231","1096","http://db.uwaterloo.ca/~galuc/wsdbm/User477"
"232","0","http://db.uwaterloo.ca/~galuc/wsdbm/User0"
"232","484","http://db.uwaterloo.ca/~galuc/wsdbm/User212"
"232","528","http://db.uwaterloo.ca/~galuc/wsdbm/User230"
"232","1096","http://db.uwaterloo.ca/~galuc/wsdbm/User477"
"233","1135","http://db.uwaterloo.ca/~galuc/wsdbm/User495"
"233","335","http://db.uwaterloo.ca/~galuc/wsdbm/User147"
"233","484","http://db.uwaterloo.ca/~galuc/wsdbm/User212"
"233","1046","http://db.uwaterloo.ca/~galuc/wsdbm/User455"
"233","1816","http://db.uwaterloo.ca/~galuc/wsdbm/User793"
"233","2075","http://db.uwaterloo.ca/~galuc/wsdbm/User907"
"234","297","http://db.uwaterloo.ca/~galuc/wsdbm/User130"
"234","723","http://db.uwaterloo.ca/~galuc/wsdbm/User312"
"234","775","http://db.uwaterloo.ca/~galuc/wsdbm/User335"
"234","537","http://db.uwaterloo.ca/~galuc/wsdbm/User233"
"234","744","http://db.uwaterloo.ca/~galuc/wsdbm/User322"
"235","222","http://db.uwaterloo.ca/~galuc/wsdbm/User97"
"236","1601","http://db.uwaterloo.ca/~galuc/wsdbm/User700"
"236","1763","http://db.uwaterloo.ca/~galuc/wsdbm/User771"
"236","1845","http://db.uwaterloo.ca/~galuc/wsdbm/User806"
"237","1707","http://db.uwaterloo.ca/~galuc/wsdbm/User746"
"237","222","http://db.uwaterloo.ca/~galuc/wsdbm/User97"
"237","979","http://db.uwaterloo.ca/~galuc/wsdbm/User426"
"237","1149","http://db.uwaterloo.ca/~galuc/wsdbm/User502"
"237","1816","http://db.uwaterloo.ca/~galuc/wsdbm/User793"
"238","1825","http://db.uwaterloo.ca/~galuc/wsdbm/User797"
"238","484","http://db.uwaterloo.ca/~galuc/wsdbm/User212"
"240","551","http://db.uwaterloo.ca/~galuc/wsdbm/User239"
"240","1878","http://db.uwaterloo.ca/~galuc/wsdbm/User820"
"241","190","http://db.uwaterloo.ca/~galuc/wsdbm/User82"
"242","1647","http://db.uwaterloo.ca/~galuc/wsdbm/User721"
"242","1763","http://db.uwaterloo.ca/~galuc/wsdbm/User771"
"243","121","http://db.uwaterloo.ca/~galuc/wsdbm/User50"
"243","779","http://db.uwaterloo.ca/~galuc/wsdbm/User337"
"243","537","http://db.uwaterloo.ca/~galuc/wsdbm/User233"
"244","457","http://db.uwaterloo.ca/~galuc/wsdbm/User200"
"244","2071","http://db.uwaterloo.ca/~galuc/wsdbm/User905"
"244","2240","http://db.uwaterloo.ca/~galuc/wsdbm/User980"
"245","346","http://db.uwaterloo.ca/~galuc/wsdbm/User151"
"245","335","http://db.uwaterloo.ca/~galuc/wsdbm/User147"
"245","674","http://db.uwaterloo.ca/~galuc/wsdbm/User291"
"245","744","http://db.uwaterloo.ca/~galuc/wsdbm/User322"
"245","1458","http://db.uwaterloo.ca/~galuc/wsdbm/User636"
"245","1845","http://db.uwaterloo.ca/~galuc/wsdbm/User806"
"245","2071","http://db.uwaterloo.ca/~galuc/wsdbm/User905"
"246","537","http://db.uwaterloo.ca/~galuc/wsdbm/User233"
"246","592","http://db.uwaterloo.ca/~galuc/wsdbm/User256"
"248","1971","http://db.uwaterloo.ca/~galuc/wsdbm/User860"
"249","1053","http://db.uwaterloo.ca/~galuc/wsdbm/User458"
"249","551","http://db.uwaterloo.ca/~galuc/wsdbm/User239"
"249","1250","http://db.uwaterloo.ca/~galuc/wsdbm/User545"
"249","1427","http://db.uwaterloo.ca/~galuc/wsdbm/User623"
"249","2075","http://db.uwaterloo.ca/~galuc/wsdbm/User907"
"250","1601","http://db.uwaterloo.ca/~galuc/wsdbm/User700"
"250","1763","http://db.uwaterloo.ca/~galuc/wsdbm/User771"
"250","1845","http://db.uwaterloo.ca/~galuc/wsdbm/User806"
"252","1149","http://db.uwaterloo.ca/~galuc/wsdbm/User502"
"252","2075","http://db.uwaterloo.ca/~galuc/wsdbm/User907"
"253","2279","http://db.uwaterloo.ca/~galuc/wsdbm/User997"
"253","331","http://db.uwaterloo.ca/~galuc/wsdbm/User145"
"253","979","http://db.uwaterloo.ca/~galuc/wsdbm/User426"
"253","1046","http://db.uwaterloo.ca/~galuc/wsdbm/User455"
"254","534","http://db.uwaterloo.ca/~galuc/wsdbm/User232"
"255","256","http://db.uwaterloo.ca/~galuc/wsdbm/User112"
"255","779","http://db.uwaterloo.ca/~galuc/wsdbm/User337"
"256","979","http://db.uwaterloo.ca/~galuc/wsdbm/User426"
"256","1458","http://db.uwaterloo.ca/~galuc/wsdbm/User636"
"256","1756","http://db.uwaterloo.ca/~galuc/wsdbm/User768"
"256","1816","http://db.uwaterloo.ca/~galuc/wsdbm/User793"
"256","1971","http://db.uwaterloo.ca/~galuc/wsdbm/User860"
"257","551","http://db.uwaterloo.ca/~galuc/wsdbm/User239"
"257","1878","http://db.uwaterloo.ca/~galuc/wsdbm/User820"
"258","537","http://db.uwaterloo.ca/~galuc/wsdbm/User233"
"258","1055","http://db.uwaterloo.ca/~galuc/wsdbm/User459"
"258","1336","http://db.uwaterloo.ca/~galuc/wsdbm/User583"
"259","1100","http://db.uwaterloo.ca/~galuc/wsdbm/User479"
"260","979","http://db.uwaterloo.ca/~galuc/wsdbm/User426"
"260","1458","http://db.uwaterloo.ca/~galuc/wsdbm/User636"
"260","1756","http://db.uwaterloo.ca/~galuc/wsdbm/User768"
"260","1816","http://db.uwaterloo.ca/~galuc/wsdbm/User793"
"260","1971","http://db.uwaterloo.ca/~galuc/wsdbm/User860"
"261","551","http://db.uwaterloo.ca/~galuc/wsdbm/User239"
"261","1878","http://db.uwaterloo.ca/~galuc/wsdbm/User820"
"262","740","http://db.uwaterloo.ca/~galuc/wsdbm/User320"
"264","236","http://db.uwaterloo.ca/~galuc/wsdbm/User103"
"264","1108","http://db.uwaterloo.ca/~galuc/wsdbm/User483"
"264","1143","http://db.uwaterloo.ca/~galuc/wsdbm/User499"
"264","740","http://db.uwaterloo.ca/~galuc/wsdbm/User320"
"264","1971","http://db.uwaterloo.ca/~galuc/wsdbm/User860"
"264","2071","http://db.uwaterloo.ca/~galuc/wsdbm/User905"
"265","1825","http://db.uwaterloo.ca/~galuc/wsdbm/User797"
"265","484","http://db.uwaterloo.ca/~galuc/wsdbm/User212"
"266","1100","http://db.uwaterloo.ca/~galuc/wsdbm/User479"
"266","1229","http://db.uwaterloo.ca/~galuc/wsdbm/User536"
"266","1971","http://db.uwaterloo.ca/~galuc/wsdbm/User860"
"267","1319","http://db.uwaterloo.ca/~galuc/wsdbm/User577"
"267","1046","http://db.uwaterloo.ca/~galuc/wsdbm/User455"
"268","206","http://db.uwaterloo.ca/~galuc/wsdbm/User89"
"268","1458","http://db.uwaterloo.ca/~galuc/wsdbm/User636"
"269","1427","http://db.uwaterloo.ca/~galuc/wsdbm/User623"
"270","499","http://db.uwaterloo.ca/~galuc/wsdbm/User218"
"270","2246","http://db.uwaterloo.ca/~galuc/wsdbm/User982"
"270","2277","http://db.uwaterloo.ca/~galuc/wsdbm/User996"
"270","787","http://db.uwaterloo.ca/~galuc/wsdbm/User341"
"270","1971","http://db.uwaterloo.ca/~galuc/wsdbm/User860"
"271","740","http://db.uwaterloo.ca/~galuc/wsdbm/User320"
"272","67","http://db.uwaterloo.ca/~galuc/wsdbm/User28"
"272","523","http://db.uwaterloo.ca/~galuc/wsdbm/User228"
"272","768","http://db.uwaterloo.ca/~galuc/wsdbm/User332"
"272","981","http://db.uwaterloo.ca/~galuc/wsdbm/User427"
"272","1265","http://db.uwaterloo.ca/~galuc/wsdbm/User552"
"272","1460","http://db.uwaterloo.ca/~galuc/wsdbm/User637"
"272","537","http://db.uwaterloo.ca/~galuc/wsdbm/User233"
"273","232","http://db.uwaterloo.ca/~galuc/wsdbm/User101"
"274","152","http://db.uwaterloo.ca/~galuc/wsdbm/User64"
"274","236","http://db.uwaterloo.ca/~galuc/wsdbm/User103"
"274","406","http://db.uwaterloo.ca/~galuc/wsdbm/User178"
"274","425","http://db.uwaterloo.ca/~galuc/wsdbm/User187"
"274","666","http://db.uwaterloo.ca/~galuc/wsdbm/User287"
"274","1003","http://db.uwaterloo.ca/~galuc/wsdbm/User437"
"274","1387","http://db.uwaterloo.ca/~galuc/wsdbm/User606"
"274","1400","http://db.uwaterloo.ca/~galuc/wsdbm/User611"
"274","1456","http://db.uwaterloo.ca/~galuc/wsdbm/User635"
"274","1632","http://db.uwaterloo.ca/~galuc/wsdbm/User714"
"274","1650","http://db.uwaterloo.ca/~galuc/wsdbm/User722"
"274","1758","http://db.uwaterloo.ca/~galuc/wsdbm/User769"
"274","1859","http://db.uwaterloo.ca/~galuc/wsdbm/User812"
"274","1897","http://db.uwaterloo.ca/~galuc/wsdbm/User829"
"274","2173","http://db.uwaterloo.ca/~galuc/wsdbm/User951"
"274","2231","http://db.uwaterloo.ca/~galuc/wsdbm/User977"
"274","2255","http://db.uwaterloo.ca/~galuc/wsdbm/User986"
"274","528","http://db.uwaterloo.ca/~galuc/wsdbm/User230"
"274","740","http://db.uwaterloo.ca/~galuc/wsdbm/User320"
"275","1825","http://db.uwaterloo.ca/~galuc/wsdbm/User797"
"275","484","http://db.uwaterloo.ca/~galuc/wsdbm/User212"
"276","1971","http://db.uwaterloo.ca/~galuc/wsdbm/User860"
"277","457","http://db.uwaterloo.ca/~galuc/wsdbm/User200"
"277","2071","http://db.uwaterloo.ca/~galuc/wsdbm/User905"
"277","2240","http://db.uwaterloo.ca/~galuc/wsdbm/User980"
"278","1601","http://db.uwaterloo.ca/~galuc/wsdbm/User700"
"278","1763","http://db.uwaterloo.ca/~galuc/wsdbm/User771"
"278","1845","http://db.uwaterloo.ca/~galuc/wsdbm/User806"
"279","256","http://db.uwaterloo.ca/~galuc/wsdbm/User112"
"279","2075","http://db.uwaterloo.ca/~galuc/wsdbm/User907"
"280","124","http://db.uwaterloo.ca/~galuc/wsdbm/User51"
"280","723","http://db.uwaterloo.ca/~galuc/wsdbm/User312"
"280","954","http://db.uwaterloo.ca/~galuc/wsdbm/User414"
"280","484","http://db.uwaterloo.ca/~galuc/wsdbm/User212"
"280","2240","http://db.uwaterloo.ca/~galuc/wsdbm/User980"
"281","1100","http://db.uwaterloo.ca/~galuc/wsdbm/User479"
"282","1601","http://db.uwaterloo.ca/~galuc/wsdbm/User700"
"282","1763","http://db.uwaterloo.ca/~galuc/wsdbm/User771"
"282","1845","http://db.uwaterloo.ca/~galuc/wsdbm/User806"
"283","883","http://db.uwaterloo.ca/~galuc/wsdbm/User383"
"284","601","http://db.uwaterloo.ca/~galuc/wsdbm/User260"
"284","537","http://db.uwaterloo.ca/~galuc/wsdbm/User233"
"284","787","http://db.uwaterloo.ca/~galuc/wsdbm/User341"
"284","979","http://db.uwaterloo.ca/~galuc/wsdbm/User426"
"284","2122","http://db.uwaterloo.ca/~galuc/wsdbm/User928"
"285","236","http://db.uwaterloo.ca/~galuc/wsdbm/User103"
"285","1108","http://db.uwaterloo.ca/~galuc/wsdbm/User483"
"285","1143","http://db.uwaterloo.ca/~galuc/wsdbm/User499"
"285","740","http://db.uwaterloo.ca/~galuc/wsdbm/User320"
"285","1971","http://db.uwaterloo.ca/~galuc/wsdbm/User860"
"285","2071","http://db.uwaterloo.ca/~galuc/wsdbm/User905"
"286","297","http://db.uwaterloo.ca/~galuc/wsdbm/User130"
"286","723","http://db.uwaterloo.ca/~galuc/wsdbm/User312"
"286","775","http://db.uwaterloo.ca/~galuc/wsdbm/User335"
"286","537","http://db.uwaterloo.ca/~galuc/wsdbm/User233"
"286","744","http://db.uwaterloo.ca/~galuc/wsdbm/User322"
"287","740","http://db.uwaterloo.ca/~galuc/wsdbm/User320"
"287","1250","http://db.uwaterloo.ca/~galuc/wsdbm/User545"
"287","1427","http://db.uwaterloo.ca/~galuc/wsdbm/User623"
"288","406","http://db.uwaterloo.ca/~galuc/wsdbm/User178"
"288","528","http://db.uwaterloo.ca/~galuc/wsdbm/User230"
"288","883","http://db.uwaterloo.ca/~galuc/wsdbm/User383"
"288","2156","http://db.uwaterloo.ca/~galuc/wsdbm/User944"
"289","2108","http://db.uwaterloo.ca/~galuc/wsdbm/User922"
"290","1149","http://db.uwaterloo.ca/~galuc/wsdbm/User502"
"290","2075","http://db.uwaterloo.ca/~galuc/wsdbm/User907"
